"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FSWUL6I2","journalArticle","2025","Federal University of Amazonas, Departament of Production Engenerring; de Melo Freires, Vitoria; Lucas, Atila; Silva, Roberto Higino Pereira; State University of Amazonas, Department of Electrical Enginnering; Almeida, Ely","Development of a didactic solution for teaching concepts related to Digital Twins using Educational Robot","International Journal of Industrial Engineering and Management","","2217-2661","10.24867/ijiem-398","https://www.scopus.com/pages/publications/105024086554?origin=resultslist","Engineering education faces ongoing challenges in keeping pace with the technological demands driven by the need to apply Industry 4.0 concepts in student training. In response to this, the present study introduces the development of a pedagogical tool built around an educational robot produced through 3D printing. The aim is to integrate active learning methodologies with key Industry 4.0 technologies, such as Digital Twins, asset administration shells, and computational simulation, to create a practical and dynamic learning environment. This hands-on approach was implemented in a graduate-level course on Advanced manufacturing engineering, specifically in the Process simulation module. The activity involved the use of the robot alongside a real-time, bidirectional computational model capable of reading and writing data, applying the Digital Twin concept. The study followed a mixed-method action research design. Results from a student feedback survey revealed that 100% of participants agreed the experience with the computational robot helped solidify theoretical concepts. Furthermore, 77.3% gave the learning experience the highest possible rating, and 95.5% recognized the robot’s potential for use in other modules and courses. These findings suggest that this approach offers an effective strategy for engineering education that is aligned with the principles of Industry 4.0. © 2025 University of Novi Sad. All rights reserved.","2025","2026-05-27 10:54:29","2026-05-27 10:54:29","","444–458","","4","16","","","","","","","","Univ Novi Sad, Fac Technical Sciences","","English","","","","","","","","","E:\Zotero\storage\4SZ5MXL9\Federal University of Amazonas et al. - 2025 - Development of a didactic solution for teaching concepts related to Digital Twins using Educational.pdf","","Engineering Education; Digital Twins; Asset Administration Shell; Computational Simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XRUBK3B6","conferencePaper","2025","Fu, Xiangfu; Wang, Yaping; Fan, Yuqi","Computer technology-enhanced digital twin-driven innovation and practice of talent training mode of new engineering experimental and training","Proceedings of The 2nd International Conference on Intelligent Education and Computer Technology, IECT 2025","","979-840071430-6 (ISBN)","10.1145/3764206.3764314","https://www.scopus.com/pages/publications/105025549177?origin=resultslist","In the era of globalization and digital transformation, the new engineering education model faces significant challenges in cultivating compound engineering and technical talents that meet the requirements of future industrial development. This study focuses on leveraging digital twin technology integrated with advanced computer technologies including cloud computing, artificial intelligence, and virtual reality to address the problems of insufficient resources, limited practical opportunities, and inadequate innovation capability cultivation in traditional engineering experimental training. We propose a computer simulation-based and data-driven algorithmic digital twin-driven “One-Body, Three-Stage, Four-Step” talent cultivation model for new engineering experimental training. Taking the experimental teaching of the “Industrial Networked Manufacturing and Applications” course as an example, we designed and implemented a comprehensive experimental training program based on an intelligent manufacturing workshop platform that integrates Internet of Things (IoT) technology, edge computing, and machine learning algorithms to enhance students' hands-on abilities and complex engineering problem-solving capabilities. The results demonstrate that the multi-integrated computer technology-based digital twin teaching model significantly enhances students' practical skills and innovation capabilities, particularly in areas of computer programming, algorithmic thinking, big data analytics, system integration, and artificial intelligence applications. This research provides novel approaches and methodologies for new engineering talent cultivation, offering substantial theoretical significance and practical value in bridging the gap between traditional engineering education and modern computational intelligence requirements. © 2025 Copyright held by the owner/author(s).","2025","2026-05-27 10:54:29","2026-05-27 10:54:29","","690–697","","","","","","","","","","","Association for Computing Machinery, Inc","","English","","","","","","","","","E:\Zotero\storage\G9TPTVDA\Fu et al. - 2025 - Computer technology-enhanced digital twin-driven innovation and practice of talent training mode of.pdf","","Machine learning; Learning systems; Technological innovation; Students; Internet of things; Big data; Teaching; Engineering education; Edge computing; E-learning; Virtual reality; Personnel training; Education computing; Learning algorithms; Problem solving; Engineering talent; Engineering research; Talent trainings; Advanced Analytics; Traditional engineerings; Digital twin; New engineering; Computer systems programming; Digital twins; Computer technology; Smart manufacturing; Innovation capability; Experiment and training; Talent training mode; Training mode","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AUYHBWNM","journalArticle","2021","Fuertes, Juan José; Prada, Miguel Ángel; Rodríguez-Ossorio, José Ramón; González-Herbón, Raúl; Pérez, Daniel; Domínguez, Manuel","Environment for Education on Industry 4.0","IEEE Access","","2169-3536","10.1109/access.2021.3120517","https://www.scopus.com/pages/publications/85117795683?origin=resultslist","A new industrial production model based on digitalization, system interconnection, virtualization and data exploitation, has emerged. Upgrade of production processes towards this Industry 4.0 model is one of the critical challenges for the industrial sector and, consequently, the training of students and professionals has to address these new demands. To carry out this task, it is essential to develop educational tools that allow students to interact with real equipment that implements, in an integrated way, new enabling technologies, such as connectivity with standard protocols, storage and data processing in the cloud, machine learning, digital twins and industrial cybersecurity measures. For that reason, in this work, we present an educational environment on Industry 4.0 that incorporates these technologies reproducing realistic industrial conditions. This environment includes cutting-edge industrial control system technologies, such as an industrial firewall and a virtual private network (VPN) to strengthen cybersecurity, an Industrial Internet of Things (IIoT) gateway to transfer process information to the cloud, where it can be stored and analyzed, and a digital twin that virtually reproduces the system. A set of hands-on tasks for an introductory automation course have been proposed, so that students acquire a practical understanding of the enabling technologies of Industry 4.0 and of its function in a real automation. This course has been taught in a master’s degree and students have assessed its usefulness by means of an anonymous survey. The results of the educational experience have been useful both from the students’ and faculty’s viewpoint. © 2021 Institute of Electrical and Electronics Engineers Inc.. All rights reserved.","2021","2026-05-27 10:54:30","2026-05-27 10:54:30","","144395–144405","","","9","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","","","E:\Zotero\storage\6576R5KV\Fuertes et al. - 2021 - Environment for Education on Industry 4.0.pdf","","Learning systems; Students; Internet of things; Cloud computing; Teaching; Standards; Engineering education; Industries; E-learning; Protocols; Solid modeling; Education computing; Digital storage; Cloud-computing; Embedded systems; Cyber security; Cybersecurity; Cybe-physical systems; Cyber Physical System; Cyber-physical systems; Gateways (computer networks); Digital twin; Solid modelling; IIoT; cyber-physical system; industry 4.0; Enabling technologies; Computer security; Industrial internet of thing; Computer system firewalls; Industrial production; industrial Internet of Things; Production models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVN4S7DC","conferencePaper","2025","Gallego, Jaime; Vallverdú, Francesc","Low-Cost Digital-Twin VR Teleoperation of a 3D-Printed Robotic Arm for STEM Education","2025 11th International Conference on Virtual Reality, ICVR 2025","","979-835039273-9 (ISBN)","10.1109/icvr66534.2025.11172534","https://www.scopus.com/pages/publications/105019060634?origin=resultslist","The integration of Virtual Reality (VR) with robotic systems offers opportunities for enhancing STEM (Science, Technology, Engineering, and Mathematics) education. This paper presents the design, implementation, and evaluation of a low-cost teleoperation system for a 3D-printed robotic arm, specifically tailored for educational applications. The system uniquely combines VR for intuitive control, a real-Time digital twin for system visualization and understanding, and accessible open-source hardware. Utilizing a Meta Quest 2 headset, the Unity 3D engine, an Arduino MEGA 2560-based InMoov robotic arm, and a wireless communication architecture via an ESP32 module and UDP/IP, we demonstrate that this platform can be used for educational purposes. Experimental results validate the system's effectiveness in providing an engaging, hands-on platform for students to explore concepts in robotics, programming, kinematics, and cyber-physical systems with an average operational latency of sim 700 mathrm ms. The complete robotic arm materi-Als-excluding the assembly-can be reproduced for under € 400, greatly lowering the barrier for adoption in resource-constrained classrooms. This work underscores the potential of affordable VRrobotic digital twin systems to democratize access to advanced technological learning experiences in STEM. © 2025 IEEE.","2025-07","2026-05-27 10:54:30","2026-05-27 10:54:30","","351–356","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","","","","","","","E:\Zotero\storage\JZMGZ9G3\Gallego y Vallverdú - 2025 - Low-Cost Digital-Twin VR Teleoperation of a 3D-Printed Robotic Arm for STEM Education.pdf","","Wireless communication; Learning systems; Education; Science education; Visualization; STEM; Students; Robotics; Engineering education; Costs; Robots; E-learning; technology; Robot programming; Arduino; ESP32; Digital Twin; Virtual reality; Education computing; Educational robots; Open systems; Embedded systems; Virtual Reality; Mathematics education; STEM Education; Technology education; Three dimensional computer graphics; Engineering and mathematics; Science technologies; 3-D printing; 3D-printing; Digital twin; Open source software; Manipulators; Digital twins; Robotic arms; Three-dimensional printing; 3D Printing; engineering and mathematics); Low-cost systems; Low-Cost Systems; Robotic assembly; STEM (science; Teleoperation; Unity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E72EWP4S","journalArticle","2026","García, D.C.; Correa, I.A.; González, S.G.; Sánchez, A.Á.; González, G.V.","Digital Twin for Designing Logic Gates in Minecraft Through Automated Circuit Verification and Real-Time Simulation","Electronics (Switzerland)","","2079-9292","10.3390/electronics15030499","https://www.scopus.com/pages/publications/105030125083?origin=resultslist","This article presents a gamified digital twin in Minecraft designed to support practical exercises in digital logic in the Computer Engineering I course at the University of Salamanca. Implemented as a Spigot/Paper server plugin based on the Platform for Automatic coNstruction of orGanizations of intElligent Agents (PANGEA) multi-agent architecture, the system orchestrates four virtual organizations and employs a world cloning strategy (via Multiverse and WorldGuard) to ensure individual and isolated workspaces, while also enabling collaborative work. The central contribution is a multi-agent system with an integrated ‘black box’ verification engine that mitigates redstone asynchrony and latency through controlled signal injection and software clock synchronization, enabling real-time deterministic validation of both basic logic gates and more complex sequential circuits. Additionally, the ecosystem includes a specialized suite of logic scenarios and a web-based dashboard for real-time teacher monitoring. In a pilot study ((Formula presented.)), the system achieved an average task completion rate of 89.1%, and an adapted Unified Theory of Acceptance and Use of Technology (UTAUT) analysis indicated that technical stability is positively associated with student performance. © 2026 by the authors.","2026","2026-05-27 10:54:30","2026-05-27 10:54:30","","499","","3","15","","","","","","","","MDPI","","English","","","","","","","","","E:\Zotero\storage\K4QGR49T\García et al. - 2026 - Digital Twin for Designing Logic Gates in Minecraft Through Automated Circuit Verification and Real-.pdf","","STEM education; Engineering education; Computer architecture; Intelligent agents; technology; Network security; Computer circuits; Timing circuits; Real- time; Multi agent systems; digital twin; Computer engineering; Verification; Plug-ins; Realtime simulation (RTS); Logic design; Circuit verification; Logic circuits; Digital logic; logic gates; engineering and mathematics); STEM (science; Automatic construction; Computer operating procedures; Java plugin development; minecraft","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QFQRYWLR","bookSection","2026","González-Medina, José Alejandro; González-Suárez, Paula; Hernández-Castellano, Pedro Manuel","Virtual Remotes Teaching Laboratories in the Progress of a Sustainable Education","Safe and Sustainable Value Creation by Design","","","10.1007/978-3-032-21154-5_46","https://app.dimensions.ai/details/publication/pub.1201393006","Education plays a crucial role in sustainable development. The correct transmission of knowledge, creativity, and critical thinking to the next generations is essential to guarantee the health of modern society. However, data shows that absenteeism and failure among students remain significant issues. Particularly in engineering, a fundamental field for the progress of communities and the quality of life, there seems to be a lack of enthusiasm among new generations. Additionally, in this age of Industry 4.0, the rapid pace of technological advancement means that educational content often fails to align with the realities of the industry. For these reasons, the University of Las Palmas de Gran Canaria (ULPGC) has initiated a project aimed at incorporating virtual remote teaching laboratories (VRTL) to enhance engineering education. The goal is to facilitate practical training for students through digital twins that emulate the educational use of university equipment. This approach is intended to foster easier and more effective competency development, keeping students motivated while reducing material resource consumption. This work presents an analysis of the prototype and testing of a VRTL focused on a laser cutting machine, demonstrating the effectiveness and potential future development of this concept.","2026","2026-05-27 10:54:30","2026-05-27 10:54:30","","421–429","","","","","","","","","","","","","","","","","","","","","","E:\Zotero\storage\A8HR6R85\González-Medina et al. - 2026 - Virtual Remotes Teaching Laboratories in the Progress of a Sustainable Education.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G8SP5KLS","journalArticle","2025","Guo, Matthew; Zhang, Zhiyun; Orduña, Pablo; Hussein, Rania","RHL-Butterfly: A Scalable IoT-Based Digital Twinning Platform for Embedded Systems and Remote Laboratories.","International Journal of Online and Biomedical Engineering","","2626-8493","10.3991/ijoe.v21i04.54297","https://www.scopus.com/pages/publications/105001517811?origin=resultslist","The RHL-Butterfly is a digital twin of a breadboard designed for use with Field Programmable Gate Arrays (FPGAs) and microcontrollers in educational remote engineering laboratories and engineering education, aimed at providing greater flexibility and fostering equity in learning opportunities. This study introduces a novel server-side approach for simulating breadboard circuits using microcontroller backends, enhancing computational efficiency, and offering open-source transparency. The system interfaces the digital twin with a network of physical, remote FPGAs and microcontrollers and introduces a scalable communication protocol system that converts the graphical breadboard layout into a one-dimensional (1D) string representation for network communication. This custom protocol facilitates seamless integration with various digital twinning applications, ensuring a balance between virtualized interfaces and physical hardware and expanding the scalability and accessibility of engineering labs. Survey responses and feedback from students using the system in their course studies have been encouraging. Students particularly appreciate the equitable nature of the system and its similarity to a traditional physical breadboard. © 2025 by the authors of this article. Published under CC-BY.","2025","2026-05-27 10:54:30","2026-05-27 10:54:30","","abr-28","","4","21","","","","","","","","Int Federation Engineering Education Societies-IFEES","","English","","","","","","","","","E:\Zotero\storage\LH5I4TVD\Guo et al. - 2025 - RHL-Butterfly A Scalable IoT-Based Digital Twinning Platform for Embedded Systems and Remote Labora.pdf","","Engineering education; Digital technology; Digital communications; digital twin; Testing Laboratories; Field programmable gate arrays; embedded systems; Engineering laboratories; engineering and life sciences; Research and development in the physical; educational remote laboratory; virtual breadboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XNXBTF6L","conferencePaper","2024","Häfner, P.; Bergmann, V.; Häfner, V.; Michels, F.L.; Grethler, M.; Karande, A.","An Adaptive Learning Environment for Industry 4.0 Competencies Based on a Learning Factory and Its Immersive Digital Twin","International Conference on Computer Supported Education, CSEDU - Proceedings","","21845026 (ISSN); 978-989758697-2 (ISBN)","10.5220/0012757000003693","https://www.scopus.com/pages/publications/85193950163?origin=resultslist","Technological advancements and the interdisciplinary nature of modern engineering projects are driving forces behind the evolution of engineering skills today. Educational institutions are responding to the demand for new skills through various initiatives, one notable example being the implementation of learning factories. These facilities serve as invaluable resources for hands-on, practice-oriented learning, particularly in the context of Industry 4.0. This publication outlines an innovative teaching concept and the implementation of an adaptive and immersive learning environment tailored for Industry 4.0 education. Central to this environment is a cost-effective learning factory model complemented by its immersive digital twin, accessible on desktop PCs or immersive hardware. The virtual learning environment comprises diverse teaching modules covering advanced engineering topics such as agile production, industrial Internet of Things, automation, machine learning and autonomous guided vehicles. The integration of a physical learning factory with its immersive digital counterpart allows for the playful exploration of additional relevant topics such as digital twins, virtual commissioning and extended reality. The adaptability of this hybrid learning environment enables educators to customize teaching scenarios and adjust content and difficulty levels to suit various learner groups. Furthermore, it accommodates a wide range of teaching methods and classroom setups, offering a versatile educational experience. Copyright © 2024 by SCITEPRESS – Science and Technology Publications, Lda.","2024","2026-05-27 10:54:30","2026-05-27 10:54:30","","720–731","","","1","","","","","","","","Science and Technology Publications, Lda","","English","","","","","","","","","E:\Zotero\storage\GTAMV7TU\Häfner et al. - 2024 - An Adaptive Learning Environment for Industry 4.0 Competencies Based on a Learning Factory and Its I.pdf","","Learning systems; Industry 4.0; Engineering education; E-learning; Virtual reality; Computer aided instruction; Technological advancement; Cost effectiveness; Learning environments; Engineering Education; Engineering program; Modern engineering; Learning Environment; Learning factory; Immersive; Adaptive learning environment; Extended reality; Learning Factory; Automatic guided vehicles; Extended Reality; Immersive digital twin; Immersive Digital Twin; Virtual twin; Virtual Twin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGEVSHH7","conferencePaper","2023","Hagedorn, Lisa; Riedelsheimer, Theresa; Stark, Rainer","PROJECT-BASED LEARNING IN ENGINEERING EDUCATION – DEVELOPING DIGITAL TWINS IN A CASE STUDY.","Proceedings of the Design Society","","2732527X","10.1017/pds.2023.298","https://www.scopus.com/pages/publications/85165507175?origin=resultslist","The current engineering environment demands for an increasing level of interdisciplinarity, innovation, creativity and cross-domain thinking as well as the consideration of sustainability aspects. New concepts, such as Digital Twins and complex product systems lead to the need for integrated product development approaches and new methods that put the user perspective in focus. This also needs to be an integral part in today's teaching concepts of the next generation of engineers. At the Department of Industrial Information Technology of the Technical University of Berlin, a case study was conducted by applying a concept of project-based learning in the engineering domain to address these challenges. In this paper, the case study as well as the method and its validation are presented. Students from different engineering disciplines had the task of developing virtual and physical prototypes for a sustainable, complex product system with a digital twin and respective sustainable business models. Within a structured survey, the teaching concept and the applied method were validated and lessons learned as well as further improvement measures are derived. © The Author(s), 2023. Published by Cambridge University Press.","2023","2026-05-27 10:54:30","2026-05-27 10:54:30","","2975–2984","","","3","","","","","","","","Cambridge University Press","","English","","","","","","","","","E:\Zotero\storage\D8CV7PFX\Hagedorn et al. - 2023 - PROJECT-BASED LEARNING IN ENGINEERING EDUCATION – DEVELOPING DIGITAL TWINS IN A CASE STUDY..pdf","","Education; Sustainability; Engineering education; E-learning; PBL; Sustainable development; Education computing; 'current; Case-studies; Project based learning; Learning in engineering; Digital twin; New product development; Teaching concepts; Interdisciplinarity; Complex product systems; Product development; Digital Twins; Engineering environment; Integrated product development; Project method in teaching; Marketing Consulting Services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DSC46KTS","conferencePaper","2023","Heidarinejad, M.; Srivastava, A.","Implication of Developing Digital Twins to Improve Students' Learning Experiences","ASEE Annual Conference and Exposition, Conference Proceedings","","21535965","","https://www.scopus.com/pages/publications/85172150147?origin=resultslist","This paper focuses on demonstrating how course modules could be developed via digital twins to improve students' learning experiences. The authors have taught a course named “creating digital twins of the IIT campus” two times in fall 2021 and spring 2022 and have leveraged inexpensive resources as well as open access and open-source tools to engage students in the process. The course started with utilizing iPads equipped with low-cost Lidar sensors to create the digital twins of campus. Students from different disciplines, ranging from architecture, engineering, computer science and engineering deployed different software packages, including but not limited to AutoDesk ReCap, AutoDesk Revit, Blender, Cloud Compare, Rhino, and Open3D package in Python to construct points cloud data in a 3D map space for campus buildings. Students created, collected, and combined the 3D data which will form the foundational layer of the digital twin. Then, they demonstrated the implications of these scans to: (i) create an entire scan of a new building on campus and develop building drawings (e.g., AutoCAD) and models (i.e., Revit); (ii) develop a game to utilize the scans; (iii) conduct asset management of the campus resources enabling to visualize the rooms, space information, and additional layers of information such as schedule of classes or inventory of furniture; (iv) utilize the scans to infer knowledge from the domain; and (v) demonstrate the use of the scanned data for the virtual reality (VR) for visualization, game development, other applications using Oculus headsets. This active learning process was under instructors' supervision, and they continuously provided guidance on how to work through the steps of problem-solving from the perspective of different disciplines. Students worked as teams to also identify stakeholders that would benefit from potential solutions. We also utilized a novel dissemination process and asked students to create YouTube videos. Overall, this paper is an ongoing effort to expand these active teaching usecases and include them in other courses, especially Architectural Engineering courses, in the near future to enable students to benefit from these functionalities in a digital twins domain. © American Society for Engineering Education, 2023.","2023","2026-05-27 10:54:30","2026-05-27 10:54:30","","","","","","","","","","","","","American Society for Engineering Education","","English","","","","","","","","","E:\Zotero\storage\2M4P3L8D\Heidarinejad y Srivastava - 2023 - Implication of Developing Digital Twins to Improve Students' Learning Experiences.pdf","","Learning systems; Optical radar; Visualization; Students; Teaching; Engineering education; E-learning; Virtual reality; Education computing; Curricula; Computer aided design; Low-costs; Computer science and engineerings; Information management; Student learning experiences; Software design; Data visualization; Three dimensional computer graphics; Blending; Architecture engineering; Open source software; OpenAccess; Autodesk; Course modules; LIDAR sensors; Open source tools; Resource access","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RF7G2HYJ","conferencePaper","2025","Hu, W.; Cao, Z.; Messaoudi, A.E.; Li, P.; Zeng, Z.","A desktop learning factory for smart and resilient manufacturing based on digital twin and AI","11th 2025 International Conference on Control, Decision and Information Technologies, CoDIT 2025","","979-833150338-3 (ISBN)","10.1109/codit66093.2025.11321707","https://www.scopus.com/pages/publications/105032737376?origin=resultslist","Learning factories have been increasingly applied in engineering research and education. In this paper, we develop a small-scale, low-cost, fully open-sourced learning factory that leverages AI and digital twins to demonstrate smart and resilient manufacturing. The learning factory consists of an AGV, three robots, two conveyors and their digital twins. Three typical use cases are designed to demonstrate the capabilities of the learning factory, i.e., material sorting through computer vision-based robot control, coordinating AGV, robots and conveyors for assembly, and digital twin-driven predictive maintenance. The results show that the developed learning factory can adequately support the teaching and research activities on digital twins and AI on manufacturing. Its fully open-source architecture and relatively low deployment cost make it an ideal solution for universities and research institutions. © 2025 IEEE.","2025","2026-05-27 10:54:30","2026-05-27 10:54:30","","739–744","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","","","","","","","E:\Zotero\storage\K6CJHXZ8\Hu et al. - 2025 - A desktop learning factory for smart and resilient manufacturing based on digital twin and AI.pdf","","Deep learning; Open-source; Engineering education; Robots; E-learning; Resilience; Open systems; Low-costs; Industrial research; Engineering research; Open source; Digital twin; Learning factory; Teaching and researches; Small scale; Predictive maintenance; Vision based; Smart manufacturing; Robots control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z68IK8T9","journalArticle","2026","Jiang, Fan; Jiang, Feizhou; Xu, Yitong; Zhuang, Yang; Qian, Jun; Liu, Hong; Su, Xiaoxiong; Chen, Senyang; Chen, Xue","A six-dimensional digital twin model for flexible manufacturing systems in engineering education","","","","10.1007/s44443-026-00589-7","https://app.dimensions.ai/details/publication/pub.1198882821","Flexible manufacturing system (FMS) teaching in engineering education is difficult due to limited fidelity, inadequate real-time interaction, and poor scalability of typical virtual laboratory platforms. Many existing simulation-based learning environments rely on static or loosely coupled models, which inadequately represent multi-axis machine motion, programmable logic controller (PLC) execution behavior, and industrial communication dynamics found in real manufacturing systems. To address these limitations, this study proposes the Six-Dimensional Digital Twin Framework for Flexible Manufacturing Education (6D-DT-FME), aimed at enabling high-fidelity virtual–physical convergence for instructional applications. The proposed 6D-DT-FME framework integrates six tightly coupled dimensions: geometric modeling, information mapping, kinematic behavior, control logic, industrial communication, and physical state dynamics, forming a comprehensive and behaviorally consistent digital representation of heterogeneous manufacturing equipment. Real-time correspondence between physical systems and the virtual environment is achieved using a time-triggered synchronization algorithm that aligns PLC scan cycles with DT state updates. Cross-dimensional coherence is maintained through a state-space data fusion algorithm that integrates control execution, motion states, communication signals, and physical parameters into a unified system state. Deterministic data exchange among multi-vendor devices is supported through OPC UA and EtherCAT protocols. Scalability in complex virtual workshops is ensured via a quad-tree-based spatial partitioning algorithm within a Unity3D immersive environment, while operational and learning indicators are visualized using a Vue.js and ECharts-based monitoring interface. On an educational FMS testbed, interaction responsiveness is 97.3%, virtual–physical synchronization accuracy is 97.8%, and task execution efficiency is 98.1%, proving the framework for smart manufacturing education is feasible and effective.","2026","2026-05-27 10:54:30","2026-05-27 10:54:30","","","","","","","","","","","","","","","","","","","","","","","","E:\Zotero\storage\75TDC6QV\Jiang et al. - 2026 - A six-dimensional digital twin model for flexible manufacturing systems in engineering education.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H4UKEM4U","conferencePaper","2021","Keaveney, Shane; Athanasopoulou, Lydia; Siatras, Vasilis; Stavropoulos, Panagiotis; Mourtzis, Dimitris; Dowling, Denis P.","Development and Implementation of a Digital Manufacturing Demonstrator for Engineering Education","Procedia CIRP","","22128271","10.1016/j.procir.2021.11.282","https://www.scopus.com/pages/publications/85121577473?origin=resultslist","The fourth industrial revolution (Industry 4.0) offers enhanced processing efficiencies and reduced downtime, however there is a lack of manufacturing training equipment for those seeking practical training in the key underpinning digital technologies. This paper reports on the development of a digital manufacturing training demonstrator, called the PERFORM turbine demonstrator, which incorporates four aspects of Industry 4.0, that of the Internet of Things (IoT), Augmented Reality (AR), the digital twin and additive manufacturing (3D printing). The program involves the printing of a polymer turbine and its testing using a turbine demonstrator system. This incorporates the use of an Arduino microcontroller, and sensors to monitor the systems variable pump speed, turbine speed, temperature, and humidity. A cloud-based platform allows for data logging and passing to the AR application, visualization, and system control. The design and development of the system is presented, alongside the results of pilot training programme, which involved undergraduate engineering students and industry trainees, on the practical application of Industry 4.0. This paper demonstrated the effectiveness of the PERFORM demonstrator in successfully integrating different digital technologies in the same system. © 2021 The Author(s).","2021","2026-05-27 10:54:30","2026-05-27 10:54:30","","1674–1679","","","104","","","","","","","","Elsevier B.V.","","English","","","","","","","","","E:\Zotero\storage\JQDS8NRB\Keaveney et al. - 2021 - Development and Implementation of a Digital Manufacturing Demonstrator for Engineering Education.pdf","","Augmented reality; Students; Internet of things; IoT; Industry 4.0; 3D printing; Engineering education; E-learning; Software testing; Data visualization; Digital technologies; 3-D printing; 3D-printing; 3D printers; Practical training; System variables; Augment reliaty; Augment Reliaty; Demonstrator systems; Digital manufacturing; Pump speed; Training equipments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DD7XCT2V","journalArticle","2026","Khan, Muhammad S; Fatima, Anis; Irwin, John","In Teaching Lean Manufacturing with Digital Twin: A Modern Approach to Engineering Education","Journal of Engineering Technology","","07479964","10.18260/jet.43.1.3","https://www.scopus.com/pages/publications/105037459865?origin=resultslist","Engineering education must evolve beyond conventional classroom techniques as technology advances rapidly and Industry 4.0 practices become increasingly prevalent. This study explores integrating digital twin technology into engineering education as an innovative and effective approach to teaching lean manufacturing principles. The central research question guiding this work is: Can digital twin–based learning improve students’ understanding and application of lean manufacturing concepts compared to traditional teaching methods? A total of 40 senior-year students were surveyed, revealing an overall 63% improvement in course evaluation following the adoption of digital twin–based learning. Focusing on sensor stamping in renewable energy applications, the digital twin was developed using CAD tools such as Fusion 360 and NVIDIA Omniverse to create interactive virtual manufacturing systems. Students conducted time-motion studies, defect analyses, and production cycle optimizations through iterative simulations involving three manufacturing methods: traditional hammering, manual pressing, and automated stamping. Results demonstrated the value of design optimization and force-controlled stamping, validating the digital twin’s effectiveness in enhancing process understanding and decision-making. Overall, this study highlights the transformative potential of digital twin technology to foster experiential, data-driven learning and align engineering education with Industry 4.0 competencies. © 2026, American Society for Engineering Education. All rights reserved.","2026","2026-05-27 10:54:30","2026-05-27 10:54:30","","28–38","","1","43","","","","","","","","American Society for Engineering Education","","English","","","","","","","","","E:\Zotero\storage\JP6WAQNS\Khan et al. - 2026 - In Teaching Lean Manufacturing with Digital Twin A Modern Approach to Engineering Education.pdf","","Iterative methods; Teaching methods; Students; Industry 4.0; Teaching; Engineering education; E-learning; Education computing; Decision making; Curricula; Computer aided design; Industrial research; Computer aided manufacturing; Research questions; Engineering research; Course evaluations; Agile manufacturing systems; Innovative approaches; Digital twin; Technology advances; Effective approaches; Lean production; Time and motion study; Manufacturing concepts; CAD tool; Renewable energy applications; Stamping; Stampings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
