key;Author;Title;Year;Abstract;Keywords;Author_Keywords
FSWUL6I2;"Federal University of Amazonas, Departament of Production Engenerring; de Melo Freires, Vitoria; Lucas, Atila; Silva, Roberto Higino Pereira; State University of Amazonas, Department of Electrical Enginnering; Almeida, Ely";Development of a didactic solution for teaching concepts related to Digital Twins using Educational Robot;2025;Engineering education faces ongoing challenges in keeping pace with the technological demands driven by the need to apply Industry 4.0 concepts in student training. In response to this, the present study introduces the development of a pedagogical tool built around an educational robot produced through 3D printing. The aim is to integrate active learning methodologies with key Industry 4.0 technologies, such as Digital Twins, asset administration shells, and computational simulation, to create a practical and dynamic learning environment. This hands-on approach was implemented in a graduate-level course on Advanced manufacturing engineering, specifically in the Process simulation module. The activity involved the use of the robot alongside a real-time, bidirectional computational model capable of reading and writing data, applying the Digital Twin concept. The study followed a mixed-method action research design. Results from a student feedback survey revealed that 100% of participants agreed the experience with the computational robot helped solidify theoretical concepts. Furthermore, 77.3% gave the learning experience the highest possible rating, and 95.5% recognized the robot’s potential for use in other modules and courses. These findings suggest that this approach offers an effective strategy for engineering education that is aligned with the principles of Industry 4.0. © 2025 University of Novi Sad. All rights reserved.;"Asset Administration Shell; Computational Simulation; Digital Twins; Engineering Education";
XRUBK3B6;"Fu, Xiangfu; Wang, Yaping; Fan, Yuqi";Computer technology-enhanced digital twin-driven innovation and practice of talent training mode of new engineering experimental and training;2025;In the era of globalization and digital transformation, the new engineering education model faces significant challenges in cultivating compound engineering and technical talents that meet the requirements of future industrial development. This study focuses on leveraging digital twin technology integrated with advanced computer technologies including cloud computing, artificial intelligence, and virtual reality to address the problems of insufficient resources, limited practical opportunities, and inadequate innovation capability cultivation in traditional engineering experimental training. We propose a computer simulation-based and data-driven algorithmic digital twin-driven “One-Body, Three-Stage, Four-Step” talent cultivation model for new engineering experimental training. Taking the experimental teaching of the “Industrial Networked Manufacturing and Applications” course as an example, we designed and implemented a comprehensive experimental training program based on an intelligent manufacturing workshop platform that integrates Internet of Things (IoT) technology, edge computing, and machine learning algorithms to enhance students' hands-on abilities and complex engineering problem-solving capabilities. The results demonstrate that the multi-integrated computer technology-based digital twin teaching model significantly enhances students' practical skills and innovation capabilities, particularly in areas of computer programming, algorithmic thinking, big data analytics, system integration, and artificial intelligence applications. This research provides novel approaches and methodologies for new engineering talent cultivation, offering substantial theoretical significance and practical value in bridging the gap between traditional engineering education and modern computational intelligence requirements. © 2025 Copyright held by the owner/author(s).;"Advanced Analytics; Big data; Computer systems programming; Computer technology; Digital twin; Digital twins; E-learning; Edge computing; Education computing; Engineering education; Engineering research; Engineering talent; Experiment and training; Innovation capability; Internet of things; Learning algorithms; Learning systems; Machine learning; New engineering; Personnel training; Problem solving; Smart manufacturing; Students; Talent training mode; Talent trainings; Teaching; Technological innovation; Traditional engineerings; Training mode; Virtual reality";
AUYHBWNM;"Fuertes, Juan José; Prada, Miguel Ángel; Rodríguez-Ossorio, José Ramón; González-Herbón, Raúl; Pérez, Daniel; Domínguez, Manuel";Environment for Education on Industry 4.0;2021;A new industrial production model based on digitalization, system interconnection, virtualization and data exploitation, has emerged. Upgrade of production processes towards this Industry 4.0 model is one of the critical challenges for the industrial sector and, consequently, the training of students and professionals has to address these new demands. To carry out this task, it is essential to develop educational tools that allow students to interact with real equipment that implements, in an integrated way, new enabling technologies, such as connectivity with standard protocols, storage and data processing in the cloud, machine learning, digital twins and industrial cybersecurity measures. For that reason, in this work, we present an educational environment on Industry 4.0 that incorporates these technologies reproducing realistic industrial conditions. This environment includes cutting-edge industrial control system technologies, such as an industrial firewall and a virtual private network (VPN) to strengthen cybersecurity, an Industrial Internet of Things (IIoT) gateway to transfer process information to the cloud, where it can be stored and analyzed, and a digital twin that virtually reproduces the system. A set of hands-on tasks for an introductory automation course have been proposed, so that students acquire a practical understanding of the enabling technologies of Industry 4.0 and of its function in a real automation. This course has been taught in a master’s degree and students have assessed its usefulness by means of an anonymous survey. The results of the educational experience have been useful both from the students’ and faculty’s viewpoint. © 2021 Institute of Electrical and Electronics Engineers Inc.. All rights reserved.;"Cloud computing; Cloud-computing; Computer security; Computer system firewalls; Cybe-physical systems; Cyber Physical System; Cyber security; cyber-physical system; Cyber-physical systems; Cybersecurity; Digital storage; Digital twin; E-learning; Education computing; Embedded systems; Enabling technologies; Engineering education; Gateways (computer networks); IIoT; Industrial internet of thing; industrial Internet of Things; Industrial production; Industries; industry 4.0; Internet of things; Learning systems; Production models; Protocols; Solid modeling; Solid modelling; Standards; Students; Teaching";
TVN4S7DC;"Gallego, Jaime; Vallverdú, Francesc";Low-Cost Digital-Twin VR Teleoperation of a 3D-Printed Robotic Arm for STEM Education;2025;The integration of Virtual Reality (VR) with robotic systems offers opportunities for enhancing STEM (Science, Technology, Engineering, and Mathematics) education. This paper presents the design, implementation, and evaluation of a low-cost teleoperation system for a 3D-printed robotic arm, specifically tailored for educational applications. The system uniquely combines VR for intuitive control, a real-Time digital twin for system visualization and understanding, and accessible open-source hardware. Utilizing a Meta Quest 2 headset, the Unity 3D engine, an Arduino MEGA 2560-based InMoov robotic arm, and a wireless communication architecture via an ESP32 module and UDP/IP, we demonstrate that this platform can be used for educational purposes. Experimental results validate the system's effectiveness in providing an engaging, hands-on platform for students to explore concepts in robotics, programming, kinematics, and cyber-physical systems with an average operational latency of sim 700 mathrm ms. The complete robotic arm materi-Als-excluding the assembly-can be reproduced for under € 400, greatly lowering the barrier for adoption in resource-constrained classrooms. This work underscores the potential of affordable VRrobotic digital twin systems to democratize access to advanced technological learning experiences in STEM. © 2025 IEEE.;"3-D printing; 3D Printing; 3D-printing; Arduino; Costs; Digital twin; Digital Twin; Digital twins; E-learning; Education; Education computing; Educational robots; Embedded systems; Engineering and mathematics; engineering and mathematics); Engineering education; ESP32; Learning systems; Low-cost systems; Low-Cost Systems; Manipulators; Mathematics education; Open source software; Open systems; Robot programming; Robotic arms; Robotic assembly; Robotics; Robots; Science education; Science technologies; STEM; STEM (science; STEM Education; Students; technology; Technology education; Teleoperation; Three dimensional computer graphics; Three-dimensional printing; Unity; Virtual reality; Virtual Reality; Visualization; Wireless communication";
E72EWP4S;"García, D.C.; Correa, I.A.; González, S.G.; Sánchez, A.Á.; González, G.V.";Digital Twin for Designing Logic Gates in Minecraft Through Automated Circuit Verification and Real-Time Simulation;2026;This article presents a gamified digital twin in Minecraft designed to support practical exercises in digital logic in the Computer Engineering I course at the University of Salamanca. Implemented as a Spigot/Paper server plugin based on the Platform for Automatic coNstruction of orGanizations of intElligent Agents (PANGEA) multi-agent architecture, the system orchestrates four virtual organizations and employs a world cloning strategy (via Multiverse and WorldGuard) to ensure individual and isolated workspaces, while also enabling collaborative work. The central contribution is a multi-agent system with an integrated ‘black box’ verification engine that mitigates redstone asynchrony and latency through controlled signal injection and software clock synchronization, enabling real-time deterministic validation of both basic logic gates and more complex sequential circuits. Additionally, the ecosystem includes a specialized suite of logic scenarios and a web-based dashboard for real-time teacher monitoring. In a pilot study ((Formula presented.)), the system achieved an average task completion rate of 89.1%, and an adapted Unified Theory of Acceptance and Use of Technology (UTAUT) analysis indicated that technical stability is positively associated with student performance. © 2026 by the authors.;"Automatic construction; Circuit verification; Computer architecture; Computer circuits; Computer engineering; Computer operating procedures; Digital logic; digital twin; engineering and mathematics); Engineering education; Intelligent agents; Java plugin development; Logic circuits; Logic design; logic gates; minecraft; Multi agent systems; Network security; Plug-ins; Real- time; Realtime simulation (RTS); STEM (science; STEM education; technology; Timing circuits; Verification";
QFQRYWLR;"González-Medina, José Alejandro; González-Suárez, Paula; Hernández-Castellano, Pedro Manuel";Virtual Remotes Teaching Laboratories in the Progress of a Sustainable Education;2026;Education plays a crucial role in sustainable development. The correct transmission of knowledge, creativity, and critical thinking to the next generations is essential to guarantee the health of modern society. However, data shows that absenteeism and failure among students remain significant issues. Particularly in engineering, a fundamental field for the progress of communities and the quality of life, there seems to be a lack of enthusiasm among new generations. Additionally, in this age of Industry 4.0, the rapid pace of technological advancement means that educational content often fails to align with the realities of the industry. For these reasons, the University of Las Palmas de Gran Canaria (ULPGC) has initiated a project aimed at incorporating virtual remote teaching laboratories (VRTL) to enhance engineering education. The goal is to facilitate practical training for students through digital twins that emulate the educational use of university equipment. This approach is intended to foster easier and more effective competency development, keeping students motivated while reducing material resource consumption. This work presents an analysis of the prototype and testing of a VRTL focused on a laser cutting machine, demonstrating the effectiveness and potential future development of this concept.;;
G8SP5KLS;"Guo, Matthew; Zhang, Zhiyun; Orduña, Pablo; Hussein, Rania";RHL-Butterfly: A Scalable IoT-Based Digital Twinning Platform for Embedded Systems and Remote Laboratories.;2025;The RHL-Butterfly is a digital twin of a breadboard designed for use with Field Programmable Gate Arrays (FPGAs) and microcontrollers in educational remote engineering laboratories and engineering education, aimed at providing greater flexibility and fostering equity in learning opportunities. This study introduces a novel server-side approach for simulating breadboard circuits using microcontroller backends, enhancing computational efficiency, and offering open-source transparency. The system interfaces the digital twin with a network of physical, remote FPGAs and microcontrollers and introduces a scalable communication protocol system that converts the graphical breadboard layout into a one-dimensional (1D) string representation for network communication. This custom protocol facilitates seamless integration with various digital twinning applications, ensuring a balance between virtualized interfaces and physical hardware and expanding the scalability and accessibility of engineering labs. Survey responses and feedback from students using the system in their course studies have been encouraging. Students particularly appreciate the equitable nature of the system and its similarity to a traditional physical breadboard. © 2025 by the authors of this article. Published under CC-BY.;"Digital communications; Digital technology; digital twin; educational remote laboratory; embedded systems; engineering and life sciences; Engineering education; Engineering laboratories; Field programmable gate arrays; Research and development in the physical; Testing Laboratories; virtual breadboard";
XNXBTF6L;"Häfner, P.; Bergmann, V.; Häfner, V.; Michels, F.L.; Grethler, M.; Karande, A.";An Adaptive Learning Environment for Industry 4.0 Competencies Based on a Learning Factory and Its Immersive Digital Twin;2024;Technological advancements and the interdisciplinary nature of modern engineering projects are driving forces behind the evolution of engineering skills today. Educational institutions are responding to the demand for new skills through various initiatives, one notable example being the implementation of learning factories. These facilities serve as invaluable resources for hands-on, practice-oriented learning, particularly in the context of Industry 4.0. This publication outlines an innovative teaching concept and the implementation of an adaptive and immersive learning environment tailored for Industry 4.0 education. Central to this environment is a cost-effective learning factory model complemented by its immersive digital twin, accessible on desktop PCs or immersive hardware. The virtual learning environment comprises diverse teaching modules covering advanced engineering topics such as agile production, industrial Internet of Things, automation, machine learning and autonomous guided vehicles. The integration of a physical learning factory with its immersive digital counterpart allows for the playful exploration of additional relevant topics such as digital twins, virtual commissioning and extended reality. The adaptability of this hybrid learning environment enables educators to customize teaching scenarios and adjust content and difficulty levels to suit various learner groups. Furthermore, it accommodates a wide range of teaching methods and classroom setups, offering a versatile educational experience. Copyright © 2024 by SCITEPRESS – Science and Technology Publications, Lda.;"Adaptive learning environment; Automatic guided vehicles; Computer aided instruction; Cost effectiveness; E-learning; Engineering education; Engineering Education; Engineering program; Extended reality; Extended Reality; Immersive; Immersive digital twin; Immersive Digital Twin; Industry 4.0; Learning Environment; Learning environments; Learning factory; Learning Factory; Learning systems; Modern engineering; Technological advancement; Virtual reality; Virtual twin; Virtual Twin";
RGEVSHH7;"Hagedorn, Lisa; Riedelsheimer, Theresa; Stark, Rainer";PROJECT-BASED LEARNING IN ENGINEERING EDUCATION – DEVELOPING DIGITAL TWINS IN A CASE STUDY.;2023;The current engineering environment demands for an increasing level of interdisciplinarity, innovation, creativity and cross-domain thinking as well as the consideration of sustainability aspects. New concepts, such as Digital Twins and complex product systems lead to the need for integrated product development approaches and new methods that put the user perspective in focus. This also needs to be an integral part in today's teaching concepts of the next generation of engineers. At the Department of Industrial Information Technology of the Technical University of Berlin, a case study was conducted by applying a concept of project-based learning in the engineering domain to address these challenges. In this paper, the case study as well as the method and its validation are presented. Students from different engineering disciplines had the task of developing virtual and physical prototypes for a sustainable, complex product system with a digital twin and respective sustainable business models. Within a structured survey, the teaching concept and the applied method were validated and lessons learned as well as further improvement measures are derived. © The Author(s), 2023. Published by Cambridge University Press.;"'current; Case-studies; Complex product systems; Digital twin; Digital Twins; E-learning; Education; Education computing; Engineering education; Engineering environment; Integrated product development; Interdisciplinarity; Learning in engineering; Marketing Consulting Services; New product development; PBL; Product development; Project based learning; Project method in teaching; Sustainability; Sustainable development; Teaching concepts";
DSC46KTS;"Heidarinejad, M.; Srivastava, A.";Implication of Developing Digital Twins to Improve Students' Learning Experiences;2023;"This paper focuses on demonstrating how course modules could be developed via digital twins to improve students' learning experiences. The authors have taught a course named “creating digital twins of the IIT campus” two times in fall 2021 and spring 2022 and have leveraged inexpensive resources as well as open access and open-source tools to engage students in the process. The course started with utilizing iPads equipped with low-cost Lidar sensors to create the digital twins of campus. Students from different disciplines, ranging from architecture, engineering, computer science and engineering deployed different software packages, including but not limited to AutoDesk ReCap, AutoDesk Revit, Blender, Cloud Compare, Rhino, and Open3D package in Python to construct points cloud data in a 3D map space for campus buildings. Students created, collected, and combined the 3D data which will form the foundational layer of the digital twin. Then, they demonstrated the implications of these scans to: (i) create an entire scan of a new building on campus and develop building drawings (e.g., AutoCAD) and models (i.e., Revit); (ii) develop a game to utilize the scans; (iii) conduct asset management of the campus resources enabling to visualize the rooms, space information, and additional layers of information such as schedule of classes or inventory of furniture; (iv) utilize the scans to infer knowledge from the domain; and (v) demonstrate the use of the scanned data for the virtual reality (VR) for visualization, game development, other applications using Oculus headsets. This active learning process was under instructors' supervision, and they continuously provided guidance on how to work through the steps of problem-solving from the perspective of different disciplines. Students worked as teams to also identify stakeholders that would benefit from potential solutions. We also utilized a novel dissemination process and asked students to create YouTube videos. Overall, this paper is an ongoing effort to expand these active teaching usecases and include them in other courses, especially Architectural Engineering courses, in the near future to enable students to benefit from these functionalities in a digital twins domain. © American Society for Engineering Education, 2023.";"Architecture engineering; Autodesk; Blending; Computer aided design; Computer science and engineerings; Course modules; Curricula; Data visualization; E-learning; Education computing; Engineering education; Information management; Learning systems; LIDAR sensors; Low-costs; Open source software; Open source tools; OpenAccess; Optical radar; Resource access; Software design; Student learning experiences; Students; Teaching; Three dimensional computer graphics; Virtual reality; Visualization";
RF7G2HYJ;"Hu, W.; Cao, Z.; Messaoudi, A.E.; Li, P.; Zeng, Z.";A desktop learning factory for smart and resilient manufacturing based on digital twin and AI;2025;Learning factories have been increasingly applied in engineering research and education. In this paper, we develop a small-scale, low-cost, fully open-sourced learning factory that leverages AI and digital twins to demonstrate smart and resilient manufacturing. The learning factory consists of an AGV, three robots, two conveyors and their digital twins. Three typical use cases are designed to demonstrate the capabilities of the learning factory, i.e., material sorting through computer vision-based robot control, coordinating AGV, robots and conveyors for assembly, and digital twin-driven predictive maintenance. The results show that the developed learning factory can adequately support the teaching and research activities on digital twins and AI on manufacturing. Its fully open-source architecture and relatively low deployment cost make it an ideal solution for universities and research institutions. © 2025 IEEE.;"Deep learning; Digital twin; E-learning; Engineering education; Engineering research; Industrial research; Learning factory; Low-costs; Open source; Open systems; Open-source; Predictive maintenance; Resilience; Robots; Robots control; Small scale; Smart manufacturing; Teaching and researches; Vision based";
Z68IK8T9;"Jiang, Fan; Jiang, Feizhou; Xu, Yitong; Zhuang, Yang; Qian, Jun; Liu, Hong; Su, Xiaoxiong; Chen, Senyang; Chen, Xue";A six-dimensional digital twin model for flexible manufacturing systems in engineering education;2026;Flexible manufacturing system (FMS) teaching in engineering education is difficult due to limited fidelity, inadequate real-time interaction, and poor scalability of typical virtual laboratory platforms. Many existing simulation-based learning environments rely on static or loosely coupled models, which inadequately represent multi-axis machine motion, programmable logic controller (PLC) execution behavior, and industrial communication dynamics found in real manufacturing systems. To address these limitations, this study proposes the Six-Dimensional Digital Twin Framework for Flexible Manufacturing Education (6D-DT-FME), aimed at enabling high-fidelity virtual–physical convergence for instructional applications. The proposed 6D-DT-FME framework integrates six tightly coupled dimensions: geometric modeling, information mapping, kinematic behavior, control logic, industrial communication, and physical state dynamics, forming a comprehensive and behaviorally consistent digital representation of heterogeneous manufacturing equipment. Real-time correspondence between physical systems and the virtual environment is achieved using a time-triggered synchronization algorithm that aligns PLC scan cycles with DT state updates. Cross-dimensional coherence is maintained through a state-space data fusion algorithm that integrates control execution, motion states, communication signals, and physical parameters into a unified system state. Deterministic data exchange among multi-vendor devices is supported through OPC UA and EtherCAT protocols. Scalability in complex virtual workshops is ensured via a quad-tree-based spatial partitioning algorithm within a Unity3D immersive environment, while operational and learning indicators are visualized using a Vue.js and ECharts-based monitoring interface. On an educational FMS testbed, interaction responsiveness is 97.3%, virtual–physical synchronization accuracy is 97.8%, and task execution efficiency is 98.1%, proving the framework for smart manufacturing education is feasible and effective.;;
H4UKEM4U;"Keaveney, Shane; Athanasopoulou, Lydia; Siatras, Vasilis; Stavropoulos, Panagiotis; Mourtzis, Dimitris; Dowling, Denis P.";Development and Implementation of a Digital Manufacturing Demonstrator for Engineering Education;2021;The fourth industrial revolution (Industry 4.0) offers enhanced processing efficiencies and reduced downtime, however there is a lack of manufacturing training equipment for those seeking practical training in the key underpinning digital technologies. This paper reports on the development of a digital manufacturing training demonstrator, called the PERFORM turbine demonstrator, which incorporates four aspects of Industry 4.0, that of the Internet of Things (IoT), Augmented Reality (AR), the digital twin and additive manufacturing (3D printing). The program involves the printing of a polymer turbine and its testing using a turbine demonstrator system. This incorporates the use of an Arduino microcontroller, and sensors to monitor the systems variable pump speed, turbine speed, temperature, and humidity. A cloud-based platform allows for data logging and passing to the AR application, visualization, and system control. The design and development of the system is presented, alongside the results of pilot training programme, which involved undergraduate engineering students and industry trainees, on the practical application of Industry 4.0. This paper demonstrated the effectiveness of the PERFORM demonstrator in successfully integrating different digital technologies in the same system. © 2021 The Author(s).;"3-D printing; 3D printers; 3D printing; 3D-printing; Augment reliaty; Augment Reliaty; Augmented reality; Data visualization; Demonstrator systems; Digital manufacturing; Digital technologies; E-learning; Engineering education; Industry 4.0; Internet of things; IoT; Practical training; Pump speed; Software testing; Students; System variables; Training equipments";
DD7XCT2V;"Khan, Muhammad S; Fatima, Anis; Irwin, John";In Teaching Lean Manufacturing with Digital Twin: A Modern Approach to Engineering Education;2026;Engineering education must evolve beyond conventional classroom techniques as technology advances rapidly and Industry 4.0 practices become increasingly prevalent. This study explores integrating digital twin technology into engineering education as an innovative and effective approach to teaching lean manufacturing principles. The central research question guiding this work is: Can digital twin–based learning improve students’ understanding and application of lean manufacturing concepts compared to traditional teaching methods? A total of 40 senior-year students were surveyed, revealing an overall 63% improvement in course evaluation following the adoption of digital twin–based learning. Focusing on sensor stamping in renewable energy applications, the digital twin was developed using CAD tools such as Fusion 360 and NVIDIA Omniverse to create interactive virtual manufacturing systems. Students conducted time-motion studies, defect analyses, and production cycle optimizations through iterative simulations involving three manufacturing methods: traditional hammering, manual pressing, and automated stamping. Results demonstrated the value of design optimization and force-controlled stamping, validating the digital twin’s effectiveness in enhancing process understanding and decision-making. Overall, this study highlights the transformative potential of digital twin technology to foster experiential, data-driven learning and align engineering education with Industry 4.0 competencies. © 2026, American Society for Engineering Education. All rights reserved.;"Agile manufacturing systems; CAD tool; Computer aided design; Computer aided manufacturing; Course evaluations; Curricula; Decision making; Digital twin; E-learning; Education computing; Effective approaches; Engineering education; Engineering research; Industrial research; Industry 4.0; Innovative approaches; Iterative methods; Lean production; Manufacturing concepts; Renewable energy applications; Research questions; Stamping; Stampings; Students; Teaching; Teaching methods; Technology advances; Time and motion study";
UDMDFTPK;"Kumarasinghe, E. M. H. K.; Liyanawaduge, N. N.; Kulatunga, A. K.; Seneviratne, A. M. N. D. B.; Darmawardana, M.";Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Factory;2025;Digital Twin is currently getting wider momentum in many engineering disciplines. Manufacturing industry is one of the main sectors which could gain the benefit of DT through taking decisions real time or in advance before physical systems will be tested which will save many resources and production time thereby to promote sustainable manufacturing. Therefore, empowering future manufacturing and industrial engineering professionals with DT enabled manufacturing facilities is greatly beneficial. This paper presents a transformation of CIM facility as a learning factory to educate and to use as a research facility of DT enabled manufacturing system. More than 25 years old Mitsubishi CIM facility (RHM2, PNC300 and RVM2) is retrofitted incorporating the different sensory platforms to monitor real time activities of the Industrial robot arm, product quality inspection facility, mini-CNC center operations and conveyer system integrated through Siemens (S7–1200) PLC and software installations. The Digital platform is developed by Unity and DT is enabled by RS232 and TCP/IP communication protocols and RHM2, Mini-CNC and conveyor belt hardware software integration. By establishing DT facility through retrofitting the aged CIM system, enables DT enabled Learning Factory concept to be used for education and research with very lower investment and without moving into acquire new hardware’s (robot arms, conveyers, CNC teaching Units) which itself enhance the sustainability in Manufacturing engineering education. © The Author(s) 2025.;"Computer integrated manufacturing; Computer Integrated manufacturing; Computer software; Computer-integrated manufacturing; Digital twin; Digital Twin; Engineering disciplines; Engineering education; Engineering professionals; Industrial research; Industrial robots; Industry 4.0; Investments; Learning factory; Learning Factory; Manufacturing facility; Manufacturing industries; Physical systems; Production time; Real- time; Robotic arms; Sustainable manufacturing; Sustainable Manufacturing";
LQ8B3L7G;"Kwateng, Francis; Leong, Wai Yie";Enhancing engineering learning through digital twin and IoT applications: Student engagement and industry alignment in the Ghanaian context;2026;"This study examines the use of digital twin (DT) and Internet of things (IoT) technologies in Ghanaian engineering education to mitigate skill shortages and enhance workforce preparedness. In a quasi-experimental mixed-methods design with 158 students from six institutions, results showed that students with exposure to DT+IoT experienced substantial technical knowledge acquisition, practical skills, participation, and motivation related to control groups (as measured through standardized pre-/post-tests, project-based competency rubrics and validated Likert-scale survey instruments) Learning analytics (derived from system log data on task frequency, duration and error resolution) revealed sustained use of the platform and improved troubleshooting, whereas qualitative results (based on semi-structured interviews and focus group discussions) valued industry relevance and concerns such as connectivity, hardware slowdown, and varying programming experience. The findings single out DT+IoT potential to develop systems thinking, collaboration, and remote laboratory skills, with contextual enablers being faculty commitment and industry collaboration. Infrastructure, faculty capabilities, and curricular misalignment-based obstacles (identified through thematic analysis). Pedagogical and policy recommendations are integrating DT+IoT in courses and accreditation processes, infrastructure investment, and faculty capability building. DT+IoT is a viable pathway to transform engineering education in Ghana and similar contexts. © 2026 by the authors;";"digital twin; engineering education; Ghana; Internet of things; learning analytics; mixed methods; skills development; technical competencies; TVET";
ZWFNABKK;Li, Xin;Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI;2025;This study addresses critical challenges in Post-Lithium Battery Courses, including outdated knowledge, disconnection between theory and practice, and simplistic assessment methods. With AI assistance, we propose an intelligent teaching architecture based on a teaching/evaluation/feedback cycle. The system integrates dynamic knowledge graphs and adaptive learning engines to achieve personalized knowledge delivery, utilizes virtual simulation and digital twins to overcome practical training limitations, and employs a data-driven approach to establish a process-centered teaching-evaluation-feedback loop. Practical applications demonstrate its effectiveness in visualizing complex principles, simulating processes, and facilitating project-based innovation. The system significantly enhances students’ knowledge integration, engineering thinking, and problem-solving capabilities, providing new insights for curriculum reform under engineering education accreditation. The implementation results from a semester-long case study show a 27.3% improvement in knowledge mastery and a 42% increase in practical skills success rate, validating the system’s efficacy in bridging the theory-practice gap.;"AI; Intelligent teaching; Post-Lithium Battery Course; Teaching system";
44H5ZW4K;"Liljaniemi, Antti; Paavilainen, Heikki";Using Digital Twin Technology in Engineering Education – Course Concept to Explore Benefits and Barriers;2020;Digital Twin (DT) technology is an essential technology related to the Industry 4.0. In engineering education, it is important that the curricula are kept up-to-date. By adopting new digital technologies, such as DT, we can provide new knowledge for students, teachers, and companies. The main aim of this research was to create a course concept to research benefits and barriers of DT technology in engineering education. The research confirmed earlier findings concerning digitalization in engineering education. DT technology can increase motivation for studying and improve learning when applied correctly. © 2020 A. Liljaniemi and H. Paavilainen, published by De Gruyter.;"Digital Shadow; Digital Twin; Engineering Education; Industry 4.0; Virtual Learning Environment";
VQYX4C58;"Liljaniemi, Antti; Paavilainen, Heikki";Enhancing engineering education through immersive environments-a study of the Holodeck VR system in hydraulics and pneumatics;2025;This study explores the integration of immersive technologies, virtual reality (VR) and digital twin (DT) technologies, into engineering education through a novel learning space, Holodeck. This study aims to improve student learning outcomes in a hydraulics and pneumatics course by addressing problems of increasing student numbers, decreasing resources, and calls for more interactive and experiential learning activities. Holodeck is a virtual environment and interactive laboratory where students explore complex systems, hone problem-solving abilities, and use theoretical knowledge in a very interactive and experiential way. The research adopted a multi-method approach with the incorporation of action research and statistical analysis to evaluate the impact of VR and DT on student behavior, motivation, and performance. The research encompassed 96 second-year mechanical engineering students, classified into two groups to compare users of Holodeck technology with those engaged in conventional laboratory environments. The findings indicate that the incorporation of immersive technology enhanced the students’ proficiency in recognizing pneumatic components and comprehending system diagrams. Concurrently, various technical challenges and developmental requirements were recognized. The article concludes with a reflection on future pedagogical practices and identifies key areas for further research, particularly the integration of VR and DT to create more dynamic and effective learning environments. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.;"Adult Education and Lifelong Learning; Continuing Professional Development; digital twin; engineering education; General Engineering Education; Higher Education; Holodeck; Industry 4.0; Mechanical Engineering; Research Methods in Education; Systems and Control Engineering; Technology; Theories of Learning; virtual learning environment; Virtual reality";
TMH74BB2;"Lin, Tsung-Ching; Chiu, Cheng-Nan; Wang, Po-Tong; Fang, Li-Der";VisFactory: Adaptive Multimodal Digital Twin with Integrated Visual-Haptic-Auditory Analytics for Industry 4.0 Engineering Education;2025;Industry 4.0 has intensified the skills gap in industrial automation education, with graduates requiring extended on boarding periods and supplementary training investments averaging USD 11,500 per engineer. This paper introduces VisFactory, a multimedia learning system that extends the cognitive theory of multimedia learning by incorporating haptic feedback as a third processing channel alongside visual and auditory modalities. The system integrates a digital twin architecture with ultra-low latency synchronization (12.3 ms) across all sensory channels, a dynamic feedback orchestration algorithm that distributes information optimally across modalities, and a tripartite student model that continuously calibrates instruction parameters. We evaluated the system through a controlled experiment with 127 engineering students randomly assigned to experimental and control groups, with assessments conducted immediately and at three-month and six-month intervals. VisFactory significantly enhanced learning outcomes across multiple dimensions: 37% reduction in time to mastery (t(125) = 11.83, p < 0.001, d = 2.11), skill acquisition increased from 28% to 85% (ηp2=0.54), and 28% higher knowledge retention after six months. The multimodal approach demonstrated differential effectiveness across learning tasks, with haptic feedback providing the most significant benefit for procedural skills (52% error reduction) and visual–auditory integration proving most effective for conceptual understanding (49% improvement). The adaptive modality orchestration reduced cognitive load by 43% compared to unimodal interfaces. This research advances multimedia learning theory by validating tri-modal integration effectiveness and establishing quantitative benchmarks for sensory channel synchronization. The findings provide a theoretical framework and implementation guidelines for optimizing multimedia learning environments for complex skill development in technical domains.;;
