key;Author;Title;Year;Abstract;Keywords;Author_Keywords
Guo2025a;"Guo, Matthew; Zhang, Zhiyun; Orduña, Pablo; Hussein, Rania";RHL-Butterfly: A Scalable IoT-Based Digital Twinning Platform for Embedded Systems and Remote Laboratories.;2025;The RHL-Butterfly is a digital twin of a breadboard designed for use with Field Programmable Gate Arrays (FPGAs) and microcontrollers in educational remote engineering laboratories and engineering education, aimed at providing greater flexibility and fostering equity in learning opportunities. This study introduces a novel server-side approach for simulating breadboard circuits using microcontroller backends, enhancing computational efficiency, and offering open-source transparency. The system interfaces the digital twin with a network of physical, remote FPGAs and microcontrollers and introduces a scalable communication protocol system that converts the graphical breadboard layout into a one-dimensional (1D) string representation for network communication. This custom protocol facilitates seamless integration with various digital twinning applications, ensuring a balance between virtualized interfaces and physical hardware and expanding the scalability and accessibility of engineering labs. Survey responses and feedback from students using the system in their course studies have been encouraging. Students particularly appreciate the equitable nature of the system and its similarity to a traditional physical breadboard. © 2025 by the authors of this article. Published under CC-BY.;"educational remote laboratory; digital twin; virtual breadboard; embedded systems; VISIR; EDUCATION; Field programmable gate arrays; Engineering laboratories; Engineering education; Digital technology; Digital communications; Testing Laboratories; Research and development in the  physical, engineering and life sciences";"digital twin; educational remote laboratory; embedded systems; virtual breadboard; Field programmable gate arrays; Engineering laboratories; Engineering education; Digital technology; Digital communications; Testing Laboratories; Research and development in the  physical, engineering and life sciences"
Hafner2024;"Häfner, P.; Bergmann, V.; Häfner, V.; Michels, F.L.; Grethler, M.; Karande, A.";An Adaptive Learning Environment for Industry 4.0 Competencies Based on a Learning Factory and Its Immersive Digital Twin;2024;Technological advancements and the interdisciplinary nature of modern engineering projects are driving forces behind the evolution of engineering skills today. Educational institutions are responding to the demand for new skills through various initiatives, one notable example being the implementation of learning factories. These facilities serve as invaluable resources for hands-on, practice-oriented learning, particularly in the context of Industry 4.0. This publication outlines an innovative teaching concept and the implementation of an adaptive and immersive learning environment tailored for Industry 4.0 education. Central to this environment is a cost-effective learning factory model complemented by its immersive digital twin, accessible on desktop PCs or immersive hardware. The virtual learning environment comprises diverse teaching modules covering advanced engineering topics such as agile production, industrial Internet of Things, automation, machine learning and autonomous guided vehicles. The integration of a physical learning factory with its immersive digital counterpart allows for the playful exploration of additional relevant topics such as digital twins, virtual commissioning and extended reality. The adaptability of this hybrid learning environment enables educators to customize teaching scenarios and adjust content and difficulty levels to suit various learner groups. Furthermore, it accommodates a wide range of teaching methods and classroom setups, offering a versatile educational experience. Copyright © 2024 by SCITEPRESS – Science and Technology Publications, Lda.;"Engineering Education; Extended Reality; Immersive Digital Twin; Industry 4.0; Learning Environment; Learning Factory; Virtual Twin; Automatic guided vehicles; Computer aided instruction; Cost effectiveness; E-learning; Learning systems; Virtual reality; Adaptive learning environment; Engineering program; Immersive; Learning environments; Modern engineering; Technological advancement";"Engineering Education; Extended Reality; Immersive Digital Twin; Industry 4.0; Learning Environment; Learning Factory; Virtual Twin; Automatic guided vehicles; Computer aided instruction; Cost effectiveness; E-learning; Industry 4.0; Learning systems; Virtual reality; Adaptive learning environment; Engineering program; Extended reality; Immersive; Immersive digital twin; Learning environments; Learning factory; Modern engineering; Technological advancement; Virtual twin; Engineering education"
Hagedorn2023;"Hagedorn, Lisa; Riedelsheimer, Theresa; Stark, Rainer";PROJECT-BASED LEARNING IN ENGINEERING EDUCATION – DEVELOPING DIGITAL TWINS IN A CASE STUDY.;2023;The current engineering environment demands for an increasing level of interdisciplinarity, innovation, creativity and cross-domain thinking as well as the consideration of sustainability aspects. New concepts, such as Digital Twins and complex product systems lead to the need for integrated product development approaches and new methods that put the user perspective in focus. This also needs to be an integral part in today's teaching concepts of the next generation of engineers. At the Department of Industrial Information Technology of the Technical University of Berlin, a case study was conducted by applying a concept of project-based learning in the engineering domain to address these challenges. In this paper, the case study as well as the method and its validation are presented. Students from different engineering disciplines had the task of developing virtual and physical prototypes for a sustainable, complex product system with a digital twin and respective sustainable business models. Within a structured survey, the teaching concept and the applied method were validated and lessons learned as well as further improvement measures are derived. © The Author(s), 2023. Published by Cambridge University Press.;"Digital Twins; Education; Integrated product development; PBL; Sustainability; E-learning; Education computing; Engineering education; Product development; 'current; Case-studies; Complex product systems; Engineering environment; Interdisciplinarity; Learning in engineering; Project based learning; Teaching concepts; Sustainable development; New product development; Marketing Consulting Services; Project method in teaching; Digital twin";"Digital Twins; Education; Integrated product development; PBL; Sustainability; E-learning; Education computing; Engineering education; Product development; 'current; Case-studies; Complex product systems; Engineering environment; Integrated product development; Interdisciplinarity; Learning in engineering; PBL; Project based learning; Teaching concepts; Sustainable development; New product development; Marketing Consulting Services; Project method in teaching; Digital twin"
Heidarinejad2023;"Heidarinejad, M.; Srivastava, A.";Implication of Developing Digital Twins to Improve Students' Learning Experiences;2023;"This paper focuses on demonstrating how course modules could be developed via digital twins to improve students' learning experiences. The authors have taught a course named “creating digital twins of the IIT campus” two times in fall 2021 and spring 2022 and have leveraged inexpensive resources as well as open access and open-source tools to engage students in the process. The course started with utilizing iPads equipped with low-cost Lidar sensors to create the digital twins of campus. Students from different disciplines, ranging from architecture, engineering, computer science and engineering deployed different software packages, including but not limited to AutoDesk ReCap, AutoDesk Revit, Blender, Cloud Compare, Rhino, and Open3D package in Python to construct points cloud data in a 3D map space for campus buildings. Students created, collected, and combined the 3D data which will form the foundational layer of the digital twin. Then, they demonstrated the implications of these scans to: (i) create an entire scan of a new building on campus and develop building drawings (e.g., AutoCAD) and models (i.e., Revit); (ii) develop a game to utilize the scans; (iii) conduct asset management of the campus resources enabling to visualize the rooms, space information, and additional layers of information such as schedule of classes or inventory of furniture; (iv) utilize the scans to infer knowledge from the domain; and (v) demonstrate the use of the scanned data for the virtual reality (VR) for visualization, game development, other applications using Oculus headsets. This active learning process was under instructors' supervision, and they continuously provided guidance on how to work through the steps of problem-solving from the perspective of different disciplines. Students worked as teams to also identify stakeholders that would benefit from potential solutions. We also utilized a novel dissemination process and asked students to create YouTube videos. Overall, this paper is an ongoing effort to expand these active teaching usecases and include them in other courses, especially Architectural Engineering courses, in the near future to enable students to benefit from these functionalities in a digital twins domain. © American Society for Engineering Education, 2023.";"Blending; Computer aided design; Curricula; Data visualization; E-learning; Education computing; Engineering education; Information management; Learning systems; Open source software; Optical radar; Software design; Teaching; Three dimensional computer graphics; Virtual reality; Visualization; Architecture engineering; Autodesk; Computer science and engineerings; Course modules; LIDAR sensors; Low-costs; Open source tools; OpenAccess; Resource access; Student learning experiences; Students";"Blending; Computer aided design; Curricula; Data visualization; E-learning; Education computing; Engineering education; Information management; Learning systems; Open source software; Optical radar; Software design; Teaching; Three dimensional computer graphics; Virtual reality; Visualization; Architecture engineering; Autodesk; Computer science and engineerings; Course modules; LIDAR sensors; Low-costs; Open source tools; OpenAccess; Resource access; Student learning experiences; Students"
Herrmann2022;"Herrmann, Stefan; Felder, Daniel; Padligur, Maria; Brosch, Sebastian; Geiger, Matthias; Stockmeier, Felix; Baitalow, Kristina; Rall, Deniz; Femmer, Robert; Roghmans, Florian; Hauser, Martin; Mehlis, Jannik; Linkhorst, John; Wessling, Matthias";Hands-on kinetic measurements and simulation for chemical process engineering students;2022;Hands-on experience in the laboratory is essential in chemical engineering education to enhance the understanding of abstract theories and their effect on chemical processes. In this work, we describe a laboratory class, which combines some of the main engineering concepts into a set of hands-on experiments and simulations. Students are introduced to an iodine clock reaction performed in multiple different reactor types and are instructed to determine the reaction kinetics. Subsequent analysis of the experimental data in Python teaches basic programming skills and the concepts of numeric integration and optimization. Finally, a digital twin of one of the reactors is developed in COMSOL Multiphysics to give the students an application-focused introduction to more-dimensional multiphysics modeling. The students thereby get practical insights into the different methods and stages of reactor and reaction engineering. Based on the students’ assignments, we consistently see a deeper understanding of reaction kinetics and reactor engineering than in the accompanying traditional lecture. © 2022 Institution of Chemical Engineers;"Clock reaction; Laboratory class; Kinetic modeling; Computational fluid dynamics; Academic teaching; Hands-on learning; Association reactions; Clocks; Computation theory; Education computing; Engineering education; Kinetics; Reaction kinetics; Chemical process engineering; Kinetic measurement; Kinetic models; Kinetics simulations; Measurement and simulation; Reactor engineering; Students";"Academic teaching; Clock reaction; Computational fluid dynamics; Hands-on learning; Kinetic modeling; Laboratory class; Association reactions; Clocks; Computation theory; Education computing; Engineering education; Kinetics; Reaction kinetics; Chemical process engineering; Kinetic measurement; Kinetic models; Kinetics simulations; Measurement and simulation; Reactor engineering; Students"
Hu2025;"Hu, W.; Cao, Z.; Messaoudi, A.E.; Li, P.; Zeng, Z.";A desktop learning factory for smart and resilient manufacturing based on digital twin and AI;2025;Learning factories have been increasingly applied in engineering research and education. In this paper, we develop a small-scale, low-cost, fully open-sourced learning factory that leverages AI and digital twins to demonstrate smart and resilient manufacturing. The learning factory consists of an AGV, three robots, two conveyors and their digital twins. Three typical use cases are designed to demonstrate the capabilities of the learning factory, i.e., material sorting through computer vision-based robot control, coordinating AGV, robots and conveyors for assembly, and digital twin-driven predictive maintenance. The results show that the developed learning factory can adequately support the teaching and research activities on digital twins and AI on manufacturing. Its fully open-source architecture and relatively low deployment cost make it an ideal solution for universities and research institutions. © 2025 IEEE.;"Deep learning; Digital twin; Learning factory; Open source; Resilience; E-learning; Engineering education; Engineering research; Industrial research; Open systems; Robots; Smart manufacturing; Low-costs; Open-source; Predictive maintenance; Robots control; Small scale; Teaching and researches; Vision based";"Deep learning; Digital twin; Learning factory; Open source; Resilience; Digital twin; E-learning; Engineering education; Engineering research; Industrial research; Open systems; Robots; Smart manufacturing; Deep learning; Learning factory; Low-costs; Open-source; Predictive maintenance; Resilience; Robots control; Small scale; Teaching and researches; Vision based; Deep learning"
Hu2026;Hu, Y.;Digital Twins Empower Computer Course Construction in Private Universities;2026;As an important part of the new generation of information technology, digital twin technology has been widely used in industry, medical care, education and other fields. This paper discusses the application prospects and implementation strategies of digital twin technology in the construction of computer professional courses in private universities. The study first analyzes the challenges faced by the construction of computer professional courses in private universities, including insufficient practical teaching resources, lagging course content updates, and single teaching models. Subsequently, the advantages of digital twin technology in course construction are explained, such as the combination of virtual and real, real-time interaction, and data-driven characteristics. Based on this, the specific implementation path of digital twin technology to empower the construction of computer professional courses in private universities is proposed: building a digital twin model of the course, developing a virtual experimental teaching platform, optimizing course content and teaching methods, and establishing a data-driven teaching evaluation system. Through case analysis, the positive role of digital twin technology in improving teaching quality, enhancing students' practical ability, and promoting continuous optimization of courses is verified. Finally, the challenges and solutions that may be encountered during the implementation process are discussed, providing new ideas and methods for the construction of computer professional courses in private universities. © 2025 The Authors.;"computer science; curriculum construction; digital twin; private colleges and universities; teaching innovation; Construction; Curricula; E-learning; Education computing; Engineering education; Medical education; Professional aspects; Teaching; Virtual reality; Colleges and universities; Computer professionals; Course constructions; Course contents; Curriculum constructions; Data driven; Digital twin;; Private college and university; Private colleges; Teaching innovations; Digital twin";"computer science; curriculum construction; digital twin; private colleges and universities; teaching innovation; Construction; Curricula; E-learning; Education computing; Engineering education; Medical education; Professional aspects; Teaching; Virtual reality; Colleges and universities; Computer professionals; Course constructions; Course contents; Curriculum constructions; Data driven; Digital twin;; Private college and university; Private colleges; Teaching innovations; Digital twin"
Husar2026;"Husár, Jozef; Trojanowska, Justyna; Hrehova, Stella; Trojanowski, Piotr";Improving Students Digital Skills as a Tool to Prepare for the Worker 5.0 Position in a Smart Lean Factory;2026;With the increasing digitalization of industrial processes and the transition to the Industry 5.0 paradigm, there is an increasing emphasis on developing advanced digital skills of workers. This article focuses on innovative approaches in education that support the preparation of students for the position of “Worker 5.0” in a laboratory environment simulating a smart lean factory. We present an education concept based on integrating digital technologies such as augmented and mixed reality, digital twins and IIoT (Industrial Internet of Things), which enable the simulation and control of production processes in real time. Research carried out in laboratory conditions demonstrates the effectiveness of the combination of practical learning using XR platforms and smart production lines, thereby strengthening adaptability, digital literacy and the ability of students to solve complex tasks in the context of lean and smart production. The obtained results point to the need to link technical education with the real demands of the labor market and present a comprehensive concept and recommendations for the modernization of teaching in the field of industrial engineering. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.;"Digital skills; education; Laboratory; Worker 5.0; E-learning; Education computing; Engineering education; Lean production; Students; Concept-based; Digital technologies; Industrial processs; Innovative approaches; Laboratory environment; Mixed reality; Production process; Workers'; Laboratories";"Digital skills; education; Laboratory; Worker 5.0; E-learning; Education computing; Engineering education; Lean production; Students; Concept-based; Digital skills; Digital technologies; Industrial processs; Innovative approaches; Laboratory environment; Mixed reality; Production process; Worker 5.0; Workers'; Laboratories"
Hussein2023;"Hussein, R.; Guo, M.; Amarante, P.; Rodriguez-Gil, L.; Orduña, P.";Digital Twinning and Remote Engineering for Immersive Embedded Systems Education;2023;In this Research-to-Practice paper, we detail the development and implementation of a 3D Digital Twinning simulator augmented with Virtual Reality (VR) capabilities, specifically designed for an embedded systems curriculum. With the rise in technology-enhanced learning tools, there has been a marked shift towards creating robust platforms that allow students to interact more deeply with their coursework. Digital Twinning and 3D virtual simulations have emerged as significant contributors to this shift. The challenge in most design-oriented courses lies in the integration of multiple tools and hardware components. Students often find themselves investing significant time in the setup and configuration of these components, time that could otherwise be devoted to the core learning objectives. Our 3D simulator was developed to alleviate this burden. It intends to offer a clear, intuitive visualization of tasks, allowing students to focus on designing and testing their implementations. This simulator does not just represent a theoretical concept but provides a realistic, interactive environment replicating real-world scenarios. One of the central case studies highlighted in this paper is the transition from a traditional FPGA-based digital design assignment-a car parking lot scenario with switches and breadboards-to an equivalent, but more immersive, 3D virtual simulation. This redesigned model boasts seamless interfacing capabilities with a remote FPGA lab, further bridging the gap between theoretical learning and practical application. To gauge the effectiveness and utility of our simulator, we conducted an anonymous survey among the participating students. The survey aimed to capture feedback on the usability, intuitiveness, and overall educational value of the Digital Twinning simulation. Preliminary findings from our study suggest a positive trend: Digital Twinning, combined with the immersive properties of VR, has the potential to significantly improve engagement, comprehension, and performance. This research underlines the evolving dynamics of education, where traditional methods are gradually being complemented, if not replaced, by technology-enhanced approaches. The results presented in this paper strongly suggest the potential benefits and adaptability of Digital Twinning in the contemporary educational landscape. © 2023 IEEE.;"3D models; Digital Twinning; Embedded Systems; Remote Engineering; Remote Laboratories; Virtual Reality; Virtualization; Visualization; Curricula; E-learning; Education computing; Engineering education; Field programmable gate arrays (FPGA); Integrated circuit design; Students; Three dimensional computer graphics; 3d-modeling; Embedded systems education; Embedded-system; Immersive; Virtual simulations; Virtualizations";"3D models; Digital Twinning; Embedded Systems; Remote Engineering; Remote Laboratories; Virtual Reality; Virtualization; Visualization; Curricula; E-learning; Education computing; Engineering education; Field programmable gate arrays (FPGA); Integrated circuit design; Students; Three dimensional computer graphics; Virtual reality; Virtualization; Visualization; 3D models; 3d-modeling; Digital twinning; Embedded systems education; Embedded-system; Immersive; Remote engineering; Remote laboratories; Virtual simulations; Virtualizations; Embedded systems"
Jeon2024;"Jeon, E.; Kim, Y.H.; Lee, G.M.";A Study on Semiconductor Device Training Using Digital-Twins and Solid-edge;2024;In this study, we introduce an educational course for training the semiconductor device. The course is divided into two primary sections: a virtual space created through Digital-Twin and Solid-edge for 3D reverse engineering. We made the semiconductor device in the Digital Twin environment using Unity. This device can be inspected from various perspectives. Using the mock-up and model inside the Digital-Twin as reference, we can reverse engineer the device using Solid-edge. Once the reverse engineering process is completed, we can redesign or resize the device for testing experiments. Finally, the reverse-engineered device can be 3D-printed to verify the results. Through these processes, we aim to provide students with hands-on experience and enhance their understanding of equipment operation and design. © 2024 IEEE.;"education; reverse-engineering; semiconductor-device; solid-edge; Carrier concentration; Curricula; Engineering education; Semiconductor device testing; Semiconductor devices; Teaching; Engineered devices; Mock up; Reverse engineering process; Solid Edge; Virtual spaces; Reverse engineering";"education; reverse-engineering; semiconductor-device; solid-edge; Carrier concentration; Curricula; Engineering education; Semiconductor device testing; Semiconductor devices; Teaching; Engineered devices; Mock up; Reverse engineering process; Solid Edge; Virtual spaces; Reverse engineering"
Jian2024;"Jian, Z.; Chen, Z.; Liu, Y.; Liu, J.";Digital twin-based virtual reality experiment system for a hydraulic circuit;2024;[Objective] This immersive digital twin-based virtual reality (VR) experiment system for hydraulic circuits integrates real-world physical structures with a twin model in virtual space, which significantly facilitates the researcher’s in-depth understanding of the operation process and basic principles of the hydraulic system. To improve understanding of the application of digital twin technology in intelligent manufacturing processes and the demand for practical training of digital twins for cultivating new engineering talents, this study explores the application of digital twin technology in engineering education. This also has the potential to enhance students’ understanding of the principles of hydraulic systems and practical operation capacity. The digital twin system developed herein provides a safe, controllable, and highly interactive learning environment for learners by generating accurate virtual twin models of physical entities and synchronizing data in real time. [Methods] The distributed digital twin system architecture proposed herein consists of four key components: data sensing, cloud services, the twin model, and VR mapping. This architecture enables efficient simulation and real-time interaction with the hydraulic system, providing a comprehensive and intuitive learning platform for learners. The data sensing component monitors various physical quantities related to the hydraulic throttling speed control circuit in real time through a series of sensors that measure indicators, such as the pressure, flow, and displacement of hydraulic cylinder rods. These sensors then send these data to the cloud service platform using wireless transmission technology. The cloud service component acts as the data processing and management center of the system and is responsible for storing a large amount of data from the data sensing component and providing data subscription and distribution services. The twin model visualization component is the core of the system, and it can construct a highly realistic 3D digital twin model of the hydraulic throttling speed control circuit using Unity3D software and C# script. The VR mapping component facilitates data synchronization and interactive control between the virtual model and the physical entity by establishing a communication bridge between the computer terminal and the physical entity of the hydraulic system. [Results] To verify the effectiveness and practicality of the proposed digital twin-based hydraulic circuit virtual experimental system, a series of experimental construction and validation tasks for the hydraulic circuit were conducted. The experimental validation showed that the constructed digital twin system can accurately simulate the working principle of the hydraulic circuit and provide rich interactive functions for students to more intuitively understand the hydraulic circuit. Using VR mapping technology, the learner’s operations in the virtual experimental environment can be fed back into the real experimental platform in real time, achieving a seamless connection between the virtual environment and the real environment. [Conclusions] The immersive digital twin-based VR experiment system for hydraulic circuits not only improves teaching efficiency and expands the perspective of hydraulic technology education but also enhances students’ understanding of new digital twin engineering technologies and provides learners with a new learning perspective and tools. While improving students’ understanding of hydraulic circuit principles, this system also exercises students’ ability to solve practical engineering problems, stimulates their interest in the field of hydraulic technology, and provides new ideas and methods for innovation and progress in engineering education. © 2024 Tsinghua University Press. All rights reserved.;"data communication; digital twins; hydraulic circuits; virtual reality experiment system";"data communication; digital twins; hydraulic circuits; virtual reality experiment system"
Jiang2026b;"Jiang, Fan; Jiang, Feizhou; Xu, Yitong; Zhuang, Yang; Qian, Jun; Liu, Hong; Su, Xiaoxiong; Chen, Senyang; Chen, Xue";A six-dimensional digital twin model for flexible manufacturing systems in engineering education;2026;Flexible manufacturing system (FMS) teaching in engineering education is difficult due to limited fidelity, inadequate real-time interaction, and poor scalability of typical virtual laboratory platforms. Many existing simulation-based learning environments rely on static or loosely coupled models, which inadequately represent multi-axis machine motion, programmable logic controller (PLC) execution behavior, and industrial communication dynamics found in real manufacturing systems. To address these limitations, this study proposes the Six-Dimensional Digital Twin Framework for Flexible Manufacturing Education (6D-DT-FME), aimed at enabling high-fidelity virtual–physical convergence for instructional applications. The proposed 6D-DT-FME framework integrates six tightly coupled dimensions: geometric modeling, information mapping, kinematic behavior, control logic, industrial communication, and physical state dynamics, forming a comprehensive and behaviorally consistent digital representation of heterogeneous manufacturing equipment. Real-time correspondence between physical systems and the virtual environment is achieved using a time-triggered synchronization algorithm that aligns PLC scan cycles with DT state updates. Cross-dimensional coherence is maintained through a state-space data fusion algorithm that integrates control execution, motion states, communication signals, and physical parameters into a unified system state. Deterministic data exchange among multi-vendor devices is supported through OPC UA and EtherCAT protocols. Scalability in complex virtual workshops is ensured via a quad-tree-based spatial partitioning algorithm within a Unity3D immersive environment, while operational and learning indicators are visualized using a Vue.js and ECharts-based monitoring interface. On an educational FMS testbed, interaction responsiveness is 97.3%, virtual–physical synchronization accuracy is 97.8%, and task execution efficiency is 98.1%, proving the framework for smart manufacturing education is feasible and effective.;;
Keaveney2021;"Keaveney, Shane; Athanasopoulou, Lydia; Siatras, Vasilis; Stavropoulos, Panagiotis; Mourtzis, Dimitris; Dowling, Denis P.";Development and Implementation of a Digital Manufacturing Demonstrator for Engineering Education;2021;The fourth industrial revolution (Industry 4.0) offers enhanced processing efficiencies and reduced downtime, however there is a lack of manufacturing training equipment for those seeking practical training in the key underpinning digital technologies. This paper reports on the development of a digital manufacturing training demonstrator, called the PERFORM turbine demonstrator, which incorporates four aspects of Industry 4.0, that of the Internet of Things (IoT), Augmented Reality (AR), the digital twin and additive manufacturing (3D printing). The program involves the printing of a polymer turbine and its testing using a turbine demonstrator system. This incorporates the use of an Arduino microcontroller, and sensors to monitor the systems variable pump speed, turbine speed, temperature, and humidity. A cloud-based platform allows for data logging and passing to the AR application, visualization, and system control. The design and development of the system is presented, alongside the results of pilot training programme, which involved undergraduate engineering students and industry trainees, on the practical application of Industry 4.0. This paper demonstrated the effectiveness of the PERFORM demonstrator in successfully integrating different digital technologies in the same system. © 2021 The Author(s).;"3D printing; Augment Reliaty; Engineering education; IoT; 3D printers; Augmented reality; Data visualization; E-learning; Industry 4.0; Software testing; Students; 3-D printing; 3D-printing; Demonstrator systems; Digital manufacturing; Digital technologies; Practical training; Pump speed; System variables; Training equipments; Internet of things";"3D printing; Augment Reliaty; Engineering education; IoT; 3D printers; Augmented reality; Data visualization; E-learning; Engineering education; Industry 4.0; Software testing; Students; 3-D printing; 3D-printing; Augment reliaty; Demonstrator systems; Digital manufacturing; Digital technologies; Practical training; Pump speed; System variables; Training equipments; Internet of things"
Khan2026;"Khan, Muhammad S; Fatima, Anis; Irwin, John";In Teaching Lean Manufacturing with Digital Twin: A Modern Approach to Engineering Education;2026;Engineering education must evolve beyond conventional classroom techniques as technology advances rapidly and Industry 4.0 practices become increasingly prevalent. This study explores integrating digital twin technology into engineering education as an innovative and effective approach to teaching lean manufacturing principles. The central research question guiding this work is: Can digital twin–based learning improve students’ understanding and application of lean manufacturing concepts compared to traditional teaching methods? A total of 40 senior-year students were surveyed, revealing an overall 63% improvement in course evaluation following the adoption of digital twin–based learning. Focusing on sensor stamping in renewable energy applications, the digital twin was developed using CAD tools such as Fusion 360 and NVIDIA Omniverse to create interactive virtual manufacturing systems. Students conducted time-motion studies, defect analyses, and production cycle optimizations through iterative simulations involving three manufacturing methods: traditional hammering, manual pressing, and automated stamping. Results demonstrated the value of design optimization and force-controlled stamping, validating the digital twin’s effectiveness in enhancing process understanding and decision-making. Overall, this study highlights the transformative potential of digital twin technology to foster experiential, data-driven learning and align engineering education with Industry 4.0 competencies. © 2026, American Society for Engineering Education. All rights reserved.;"Agile manufacturing systems; Computer aided design; Computer aided manufacturing; Curricula; Decision making; Digital twin; E-learning; Education computing; Engineering education; Engineering research; Industrial research; Industry 4.0; Iterative methods; Lean production; Students; Teaching; Time and motion study; CAD tool; Course evaluations; Effective approaches; Innovative approaches; Manufacturing concepts; Renewable energy applications; Research questions; Stampings; Teaching methods; Technology advances; Stamping";"Agile manufacturing systems; Computer aided design; Computer aided manufacturing; Curricula; Decision making; Digital twin; E-learning; Education computing; Engineering education; Engineering research; Industrial research; Industry 4.0; Iterative methods; Lean production; Students; Teaching; Time and motion study; CAD tool; Course evaluations; Effective approaches; Innovative approaches; Manufacturing concepts; Renewable energy applications; Research questions; Stampings; Teaching methods; Technology advances; Stamping"
Kuleshov2024;"Kuleshov, Y.A.; Nagpal, K.; Ucpinar, K.; Gadaginmath, A.; Gadaginmath, S.; O’daniel, K.B.; Sun, D.; Tan, L.; Veatch, N.L.; Monangi, H.";Cyber Attacks on Avionics Networks in Digital Twin Environment: Detection and Defense;2024;The discussion of cyber attacks and vulnerabilities in aircraft avionics networks is limited within academia, forgoing useful collaboration and potential for the aviation cybersecurity industry to benefit from university research capabilities. The authors, comprised of university students, and advised by industry mentors, present a novel academia-industry collaboration between the Data Mine Corporate Partners program at Purdue University and the Boeing Company. A synergetic course was developed to expand the learning process and outcomes of conventional information technology (IT), computer science (CS), data science (DS), aerospace engineering and technology (e.g., cyber-physical systems (CPS)) courses by linking cybersecurity studies to aviation. The topics of discussion included avionics network communication protocols and standards, limitations of running simulations on a local machine, processing priority on existing aircraft systems, and the potential impact on safety and performance of cyber attacks on an aircraft. To assess attack vectors and perform vulnerability analysis without dedicated testing hardware or cost-prohibitive avionics components, the authors developed a digital twin model for simulating potential cyber attacks. The digital twin model ran on general-purpose computers and emulated aircraft data packets transferring within firewalled network domains. The digital twin files were stored in a shared repository for easy access and execution via simple shell commands. Through a series of Python-based scripts the students emulated the architecture of real-world avionics systems. The model was divided into three isolated systems according to ARINC 811: the Aircraft Control Domain, Airline Information Services Domain, and the Passenger Information and Entertainment Services Domain. Each domain represented a distinct aspect of the avionics system and facilitated the simulation and analysis of vulnerabilities and potential attack vectors. Students explored the interactions of subprocesses within each domain, evaluated the effectiveness of security measures, and studied attack vectors and security solutions to cyber threats. The discussion of vulnerabilities included such implementation factors as technical expertise needed, equipment requirements, severity scores, and others. Students and industry mentors received an opportunity to work together on exploring emerging cyber attack trends, design methods, and defense solutions, and to propose and develop new models of cyber attacks and defenses. The course settings serve as an example of academia-industry collaboration in a post-secondary classroom. The course outcome demonstrated the potential of synergetic classes for the development of new approaches to teaching cybersecurity topics in commercial aviation. The digital twin modeling and simulation practice allowed the students to gain valuable insights into the security of avionics networks in a controlled virtual environment. The students familiarized themselves with the issues and constraints associated with the safety and security of a real-world passenger aircraft. The paper aims to increase awareness around the convergence of cybersecurity and aerospace engineering and technology. The new approach has a potential to aid the next generation of engineers in obtaining the necessary knowledge and skills to enhance the competitiveness of the United States aviation industry on the world market. © 2024 by the American Institute of Aeronautics and Astronautics, Inc. All rights reserved.;"Aircraft communication; Avionics; Civil aviation; Crime; Curricula; Cyber attacks; Embedded systems; Engineering education; Information services; Malware; Network architecture; Network security; Attack vector; Avionic networks; Avionic systems; Cyber security; Cyber-attacks; Engineering and technology; Industry collaboration; New approaches; Real-world; Synergetics; Students";"Aircraft communication; Avionics; Civil aviation; Crime; Curricula; Cyber attacks; Embedded systems; Engineering education; Information services; Malware; Network architecture; Network security; Attack vector; Avionic networks; Avionic systems; Cyber security; Cyber-attacks; Engineering and technology; Industry collaboration; New approaches; Real-world; Synergetics; Students"
