key_documento,paper,tema,tema_nombre,objetivo,variable,valor_extraido,cita_textual,ubicacion,origen
3PCKDEQL,Bonavolonta et al. - 2026 - Sustainability comparison between a traditional electronics measurement laboratory and an immersive,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,indicadores_sostenibilidad_ambiental,"Consumo energético: 7,000 kWh/año; CO2 (energía): 1.75 tCO2/año; CO2 (desplazamientos): ≈ 0 tCO2/año; WEEE (7 años): ≈ 200 kg; comparativa con laboratorio tradicional: el modelo inmersivo reduce costos, consumo, emisiones y WEEE a menos del 40% del referencia","Energy consumption: 7,000 kW h/year; CO2 emissions (energy): 1.75 t CO2/year; CO2 emissions (commuting): ≈ 0 t CO2/year; WEEE (7 years): ≈ 200 kg; The immersive model reduces costs, consumption, emissions, and WEEE to less than 40 % of the reference","Table 4 y Figure 4, página 8",
3PCKDEQL,Bonavolonta et al. - 2026 - Sustainability comparison between a traditional electronics measurement laboratory and an immersive,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,accesibilidad_y_equidad,Acceso remoto 24/7; inclusión geográfica; mejora en tasas de finalización (70% vs 56%) y calificaciones (27.4/30 vs 25/30); eliminación de emisiones por desplazamiento,"immersive access enables remote 24/7 participation, improves completion rates (70 % vs 56 %) and average grades (27.4/30 vs. 25/30), and eliminates commuting emissions","Abstract, p. 1",
3PCKDEQL,Bonavolonta et al. - 2026 - Sustainability comparison between a traditional electronics measurement laboratory and an immersive,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,contexto_geografico_aplicacion,Italia (Universidad de Nápoles Federico II); relevante para Sur Global o regiones en desarrollo implícitamente por reducción de costos y barreras,University of Naples Federico II,"Abstract, p. 1 (afiliaciones)",
3PCKDEQL,Bonavolonta et al. - 2026 - Sustainability comparison between a traditional electronics measurement laboratory and an immersive,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,continuidad_educativa_post_covid,Mención explícita a la pandemia COVID-19 como impulsor de la digitalización y la necesidad de continuidad educativa remota,"A further impulse was generated by the COVID-19 pandemic, which accelerated the digitalization of teaching and made the use of solutions capable of ensuring training continuity at a distance more urgent","Section 1, p. 2",
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T1,"Infraestructura Práctica Virtual, Remota, Híbrida e Inmersiva basada en Gemelos Digitales",O1,tipo_entorno_dt,híbrido físico-virtual,realize virtual and real collaborative operation,"Abstract, pagina 1",
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T1,"Infraestructura Práctica Virtual, Remota, Híbrida e Inmersiva basada en Gemelos Digitales",O1,tecnologia_inmersiva_especifica,NR,NR,NR,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T1,"Infraestructura Práctica Virtual, Remota, Híbrida e Inmersiva basada en Gemelos Digitales",O1,modalidad_acceso,NR,NR,NR,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T1,"Infraestructura Práctica Virtual, Remota, Híbrida e Inmersiva basada en Gemelos Digitales",O1,sistema_real_representado,planta de manufactura (línea de producción de ruedas de automóvil),intelligent manufacturing production line of the automobile wheel hub,"Seccion 3, pagina 1",
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T1,"Infraestructura Práctica Virtual, Remota, Híbrida e Inmersiva basada en Gemelos Digitales",O1,fidelidad_visual_y_funcional_reportada,alta,"the virtual model is completely consistent with the hardware device, and can be synchronized in real time","Abstract, pagina 1",
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T2,Arquitecturas y Tecnologías Habilitadoras del Gemelo Digital Educativo,O1,tipo_gemelo_digital_taxonomia_kritzinger,digital twin completo (bidireccional automático),realize virtual and real collaborative operation,Abstract,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T2,Arquitecturas y Tecnologías Habilitadoras del Gemelo Digital Educativo,O1,componente_fisico,"PLC, robots, AGV, sensores, actuadores","PLC control program and HMI design were completed in TIA process, and data exchange between virtual prototype and hardware PLC was realized through OPC UA communication",Abstract,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T2,Arquitecturas y Tecnologías Habilitadoras del Gemelo Digital Educativo,O1,componente_virtual,"NX MCD, TIA Portal, HMI","used NX MCD to build the production line simulation model and signal mapping, and successfully built the virtual prototype. PLC control program and HMI design were completed in TIA process",Abstract,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T2,Arquitecturas y Tecnologías Habilitadoras del Gemelo Digital Educativo,O1,protocolos_estandares_comunicacion,OPC UA,data exchange between virtual prototype and hardware PLC was realized through OPC UA communication,Abstract,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T2,Arquitecturas y Tecnologías Habilitadoras del Gemelo Digital Educativo,O1,grado_sincronizacion_bidireccionalidad,tiempo real,"the virtual model is completely consistent with the hardware device, and can be synchronized in real time",Abstract,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T2,Arquitecturas y Tecnologías Habilitadoras del Gemelo Digital Educativo,O1,arquitectura_capas_modulos,NR,NR,NR,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T4,Formación de Competencias para Industria 4.0/5.0 y Diversificación Disciplinar,O2,dominio_ingenieria,manufactura,intelligent manufacturing production line,"Abstract, Section 1 Introduction, Section 2 Production line layout design",
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T4,Formación de Competencias para Industria 4.0/5.0 y Diversificación Disciplinar,O2,competencias_i40_i50_desarrolladas,"automatización, analítica de datos, integración de sistemas","PLC control program and HMI design were completed in TIA process, and data exchange between virtual prototype and hardware PLC was realized through OPC UA communication",Abstract,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T4,Formación de Competencias para Industria 4.0/5.0 y Diversificación Disciplinar,O2,alineacion_estandares_industriales,NR,NR,NR,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T4,Formación de Competencias para Industria 4.0/5.0 y Diversificación Disciplinar,O2,colaboracion_industria_academia,NR,NR,NR,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,barreras_tecnicas,NR,NR,NR,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,barreras_institucionales_y_docentes,NR,NR,NR,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,barreras_pedagogicas_y_curriculares,NR,NR,NR,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,escalabilidad_y_transferibilidad_reportada,NR,NR,NR,
8HY5G5V9,Chen y Chen - 2025 - Research on the virtual simulation system of intelligent manufacturing production line teaching base,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,condiciones_facilitadoras_declaradas,NR,NR,NR,
95CLH3FL,Cortes et al. - 2020 - Digital Pyramid An approach to relate industrial automation and digital twin concepts,T2,Arquitecturas y Tecnologías Habilitadoras del Gemelo Digital Educativo,O1,tipo_gemelo_digital_taxonomia_kritzinger,digital shadow,Digital Shadow,Sección B. Digital Shadow,
95CLH3FL,Cortes et al. - 2020 - Digital Pyramid An approach to relate industrial automation and digital twin concepts,T2,Arquitecturas y Tecnologías Habilitadoras del Gemelo Digital Educativo,O1,componente_fisico,"PLC, sensors, actuators, robots","The students are introduced to program PLC's of different vendors such as Siemens AG and Allen Bradley. Additionally, students perform laboratory practices where information is exchanged between field devices, control, supervision, planning and administration through the use of industrial networks such as AS.i (actuator-sensor interface), Profibus and Profinet.","Section V, paragraph 2",
95CLH3FL,Cortes et al. - 2020 - Digital Pyramid An approach to relate industrial automation and digital twin concepts,T2,Arquitecturas y Tecnologías Habilitadoras del Gemelo Digital Educativo,O1,componente_virtual,Tecnomatix Process Simulate,Digital manufacturing cell made in Tecnomatix Process Simulate software.,"Section V, Fig. 6 caption",
